Test Year: 2019
Total: 1199, Correct: 366, ExpRate: 30.53%
----------------------------------------
Image	Status	Prediction	GroundTruth
UN19wb_1104_em_930	WRONG	( 0 + 0 + 0 + o + ( o + 2 ) )	( 0 + 0 + 0 + 0 + ( 0 + 2 ) )
UN19_1020_em_273	CORRECT	3 \times 3 + r - 3	3 \times 3 + r - 3
UN19_1039_em_567	CORRECT	x = \cos L t	x = \cos L t
UN19wb_1118_em_1151	WRONG	\cos ( m x ) \cos ( y / R )	\cos ( m X ) \cos ( Y / R )
ISICal19_1207_em_841	WRONG	\frac { - 3 } { \sqrt { 6 \theta } }	\frac { - 3 } { \sqrt { 6 0 } }
UN19_1024_em_340	WRONG	\frac { x } { 2 } + \frac { m } { 2 } b ^ { - 2 }	\frac { n } { 2 } + \frac { m } { 2 } b ^ { - 2 }
UN19_1031_em_443	WRONG	c = \frac { 1 } { 2 } \sqrt { \frac { 5 } { 3 } }	C = \frac { 1 } { 2 } \sqrt { \frac { 5 } { 3 } }
UN19wb_1113_em_1071	WRONG	\frac { \sqrt { 1 - f ^ { 2 } } { 2 \beta }	\frac { \sqrt { 1 - \beta ^ { 2 } } } { 2 \beta }
UN19_1046_em_673	WRONG	\sum _ { i } \cdot ( n _ { 1 } - x _ { 2 } ) ^ { 2 } = 0	\sum _ { i } b ^ { i } ( x _ { 1 } - x _ { 2 } ) ^ { i } = 0
ISICal19_1209_em_855	WRONG	2 a _ { 1 } + 2 a _ { 2 } + 2 a _ { 3 } + 2 a _ { 4 } + 2 a 5 + 2 a _ { 6 }	2 a _ { 1 } + 2 a _ { 2 } + 2 a _ { 3 } + 2 a _ { 4 } + 2 a _ { 5 } + 2 a _ { 6 }
UN19_1003_em_34	WRONG	y _ { 1 } ( x ) \log _ { y } x	y _ { 1 } ( x ) \log x
UN19wb_1114_em_1087	WRONG	1 - \sum \alpha _ { 2 }	1 - \sum \alpha _ { i }
UN19_1002_em_25	WRONG	\lim _ { R > 0 } R k = 0	\lim _ { k \rightarrow 0 } R _ { k } = 0
UN19wb_1114_em_1094	WRONG	x < \frac { 1 } { \sqrt { a } }	x < \frac { 1 } { \sqrt [ 3 ] { a } }
UN19wb_1121_em_1191	WRONG	( x , y ) = ( \cos ( \alpha ) , \sin ( \alpha ) )	( x , y ) = M ( \cos ( \alpha ) , \sin ( \alpha ) )
UN19_1031_em_436	WRONG	x ^ { 2 } + y ^ { 2 } z + 3 ^ { k - 1 }	x ^ { 2 } + y ^ { 2 } z + z ^ { k - 1 }
ISICal19_1211_em_892	WRONG	\beta ^ { ( 3 ) } = - \frac { 1 } { 7 } - \frac { 1 } { 4 A }	\beta ^ { ( 3 ) } = - \frac { 1 7 } { 3 } \frac { 1 } { ( 4 \pi ) ^ { 4 } }
UN19_1040_em_577	WRONG	[ n ] = \frac { q ^ { n } - q ^ { n } } { q - 9 - 1 } }	[ n ] = \frac { q ^ { n } - q ^ { - n } } { q - q ^ { - 1 } }
UN19_1011_em_152	WRONG	2 x ^ { 2 } x = ( 1 - \cos 2 x )	2 \sin ^ { 2 } x = ( 1 - \cos 2 x )
UN19_1030_em_424	CORRECT	d = \frac { \sqrt { 7 } } { 4 }	d = \frac { \sqrt { 7 } } { 4 }
UN19_1030_em_425	WRONG	\int \limits _ { n } ^ { n } d ^ { 4 } x	\int \limits _ { - n } ^ { n } d ^ { 4 } x
ISICal19_1207_em_842	CORRECT	G _ { 0 } = \lim _ { m \rightarrow 0 } G	G _ { 0 } = \lim _ { m \rightarrow 0 } G
UN19wb_1102_em_914	WRONG	- a x \leq a	- a \leq x \leq a
UN19_1013_em_182	WRONG	a \sin y 0	l \sin y _ { 0 }
UN19_1042_em_611	WRONG	q \times 9	9 \times 9
ISICal19_1210_em_880	WRONG	( f + g ) ( c ) = f ( 6 ) + g ( x )	( f + g ) ( x ) = f ( x ) + g ( x )
UN19wb_1108_em_1002	WRONG	( 2 . 4 ) - ( 2 \cdot 4 - 1 0 )	( 2 . 4 . 9 ) - ( 2 . 4 . 1 0 )
ISICal19_1205_em_824	WRONG	[ 7 _ { x } \geq [ x _ { 7 1 } b _ { 2 } b 3 1	[ b _ { 1 } ] \times [ b _ { 2 } ] \times [ b _ { 3 } ]
ISICal19_1206_em_832	CORRECT	\sin ( 2 \frac { d } { d k } )	\sin ( 2 \frac { d } { d k } )
UN19_1037_em_534	WRONG	t , x	t > x
UN19wb_1120_em_1179	WRONG	a = 3 ( 4 + \sqrt { 1 0 } ) ( 5 + 1 4 \sqrt { 1 0 } )	a = 3 ( 4 + \sqrt { 1 0 } ) / ( 5 + 1 4 \sqrt { 1 0 } )
UN19wb_1105_em_959	WRONG	( \cos \alpha 2 ^ { 1 } + \sin z ^ { 2 } ) ^ { N } = c ^ { w }	( \cos \alpha z ^ { 1 } + \sin \alpha z ^ { 2 } ) ^ { N } = c ^ { N }
UN19wb_1106_em_970	CORRECT	x ^ { 2 } + y ^ { 2 } = a ^ { 2 } + t ^ { 2 }	x ^ { 2 } + y ^ { 2 } = a ^ { 2 } + t ^ { 2 }
UN19_1035_em_504	WRONG	G [ \frac { n } { 2 } ]	\tan [ \frac { n } { 2 } \sigma ]
UN19wb_1112_em_1059	CORRECT	\sqrt { 1 + \beta ^ { 2 } }	\sqrt { 1 + \beta ^ { 2 } }
UN19_1023_em_324	WRONG	\beta = \sqrt { b b }	\beta = \sqrt { 2 a b }
UN19wb_1121_em_1189	WRONG	- 4 \gamma ( \gamma + 1 } { 4 ) + 4 \beta + \frac { \sqrt { 2 } } { \sqrt { 1 - x + 1 } } { 3 } }	- 4 ( \gamma + \log 4 ) + b + \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } }
UN19_1037_em_531	WRONG	h x + \tan \phi	h = \tan \phi
UN19_1039_em_569	CORRECT	x = \tan ^ { 2 } \phi	x = \tan ^ { 2 } \phi
UN19_1004_em_53	WRONG	c \geq 0	C \geq 0
ISICal19_1204_em_803	CORRECT	x ^ { 4 } - x ^ { 7 }	x ^ { 4 } - x ^ { 7 }
UN19_1029_em_419	WRONG	C _ { 1 0 } - c _ { 1 } - c _ { 1 } - c _ { m }	C _ { i - 1 } - C _ { i } - C _ { n }
UN19_1017_em_234	WRONG	\sqrt { \frac { 2 } { B } }	\sqrt { \frac { 2 } { \beta } }
UN19wb_1113_em_1070	WRONG	b = \sum _ { y } n _ { y } ( y )	B = \sum _ { y } n _ { y } ( y )
UN19wb_1116_em_1115	WRONG	z ( s ) = \sin \theta \cos \theta _ { 1 } + \sin r _ { 1 } \sin \theta _ { 2 } + r _ { 2 } r _ { 3 }	z ( s ) = \sin \theta \cos \phi r _ { 1 } + \sin \theta \sin \phi r _ { 2 } + \cos \theta r _ { 3 }
UN19_1030_em_421	CORRECT	\frac { 5 } { 1 2 } - \frac { 1 1 5 } { 8 } u ^ { - 2 }	\frac { 5 } { 1 2 } - \frac { 1 1 5 } { 8 } u ^ { - 2 }
UN19wb_1120_em_1172	CORRECT	y ^ { 2 } = 4 x ^ { 3 } + A x + B	y ^ { 2 } = 4 x ^ { 3 } + A x + B
UN19_1031_em_449	WRONG	\frac { y _ { 2 } - 9 _ { 2 } } { x _ { 2 } - x _ { 1 } }	\frac { y _ { 2 } - y _ { 1 } } { x _ { 2 } - x _ { 1 } }
UN19wb_1106_em_961	WRONG	\sqrt { F _ { a b ) - a b }	\sqrt { F _ { a b } F ^ { a b } }
UN19_1030_em_428	CORRECT	x ^ { 2 } - y ^ { 2 } - x ^ { 3 } = 0	x ^ { 2 } - y ^ { 2 } - x ^ { 3 } = 0
ISICal19_1203_em_784	WRONG	f \rightarrow \cos ^ { 2 } t - \cos ^ { 2 } \theta	f \rightarrow \cos ^ { 2 } { t } - \cos ^ { 2 } { \theta }
UN19_1009_em_128	WRONG	\sin ( \sin n )	\sin ( k r )
UN19_1019_em_265	WRONG	\gamma f ( y )	\exists f ( z )
UN19_1032_em_459	CORRECT	\cos \alpha = - 1	\cos \alpha = - 1
UN19_1039_em_565	CORRECT	b \rightarrow - \frac { 2 } { b }	b \rightarrow - \frac { 2 } { b }
UN19_1003_em_39	WRONG	R = \frac { 1 } { 2 } \sqrt { a _ { 3 } + a _ { 1 }	R = \frac { 1 } { 2 } \sqrt { a _ { 3 } + a _ { 1 } }
UN19wb_1110_em_1033	CORRECT	8 1 c ^ { 3 } + 2 7 c ^ { 2 } - 5 7 c - 1 1	8 1 c ^ { 3 } + 2 7 c ^ { 2 } - 5 7 c - 1 1
UN19wb_1109_em_1007	WRONG	\sum _ { a } p _ { a } = \sum x _ { a } = a	\sum _ { a } p _ { a } = \sum _ { a } X _ { a } = 0
UN19_1044_em_644	CORRECT	2 ^ { 2 2 }	2 ^ { 2 2 }
UN19_1018_em_240	WRONG	u = 1 . 7	a = 1 . . . 7
UN19_1012_em_166	WRONG	a \sqrt { z }	a \sqrt { 2 }
UN19_1025_em_345	WRONG	- 1 \leq x \leq 7	- 1 \leq x \leq 1
UN19_1001_em_12	WRONG	3 = x _ { 3 } y _ { 3 } - x _ { 1 } y _ { 1 }	\beta = x _ { 3 } y _ { 3 } - x _ { 1 } y _ { 1 }
UN19_1006_em_85	WRONG	\lim _ { n \rightarrow \infty } v ( n )	\lim _ { r \rightarrow \infty } V ( r )
UN19_1003_em_40	WRONG	- \frac { 1 } { 2 } x ^ { 2 } \cos ( x )	- \frac { 1 } { 2 } x ^ { 2 } \log ( x )
UN19_1018_em_252	WRONG	\sin ^ { 2 } x = \frac { 1 } { 2 } ( 1 - \cos ( x ) )	\sin ^ { 2 } x = \frac { 1 } { 2 } ( 1 - \cos ( 2 x ) )
UN19_1039_em_566	WRONG	e = \tan b | c	e = \tan b / c
UN19_1007_em_101	WRONG	x _ { 1 } + x _ { 2 } + x _ { 3 } + x _ { 1 } = 0	x _ { 1 2 } + x _ { 2 3 } + x _ { 3 1 } = 0
UN19_1011_em_163	WRONG	\lim _ { z \rightarrow \infty } \cos ( z ) < \infty	\lim _ { z \rightarrow \infty } z s ( z ) < \infty
UN19_1032_em_461	WRONG	a = x + c y	a = x + i y
UN19_1041_em_588	WRONG	\cos ( m y )	\cos { ( m y ) }
UN19wb_1112_em_1054	CORRECT	r + 1 = \sum _ { k } n _ { k }	r + 1 = \sum _ { k } n _ { k }
UN19wb_1106_em_974	WRONG	- b j _ { 2 1 } = - b j + \frac { 1 } { 2 b }	- b j _ { 2 1 } = - b j _ { 1 } + \frac { 1 } { 2 b }
UN19_1028_em_394	WRONG	\lim \alpha \cos \theta - \theta - 1	\tan \alpha \tan \theta ^ { \prime } = - 1
UN19wb_1103_em_926	WRONG	\frac { 1 } { 2 } \int _ { \infty } ^ { \infty } d ^ { 2 } d z	\frac { 1 } { 2 } \int _ { - \infty } ^ { \infty } d z
UN19wb_1111_em_1035	WRONG	o < \frac { k \sqrt { 2 } } { \sqrt { 1 + k ^ { 2 } } < 1	0 < \frac { k \sqrt { 2 } } { \sqrt { 1 + k ^ { 2 } } } < 1
UN19_1049_em_717	CORRECT	2 . 7 1 \ldots	2 . 7 1 \ldots
UN19_1021_em_295	WRONG	\int r ( x ) 0 ( x	\int F ( x ) d x
UN19_1021_em_292	CORRECT	( 1 - \cos z )	( 1 - \cos z )
UN19_1020_em_277	WRONG	\gamma = \sqrt { x ^ { m } x ^ { m } }	r = \sqrt { x ^ { m } x ^ { m } }
UN19_1042_em_612	WRONG	\cos ( n x )	\cos ( n X )
UN19_1032_em_452	WRONG	\cos y )	\cos ( Y )
ISICal19_1204_em_795	WRONG	H = P ^ { 2 } + i \sin x	H = p ^ { 2 } + i \sin x
UN19_1031_em_439	CORRECT	a = b ^ { - 1 } c - b ^ { - 1 } a b	a = b ^ { - 1 } c - b ^ { - 1 } a b
UN19_1007_em_98	WRONG	\sqrt { g _ { g t } g x x }	\sqrt { g _ { t t } g _ { x x } }
UN19_1035_em_497	WRONG	- \frac { 1 8 6 } { q }	- \frac { 1 8 5 8 } { 9 }
UN19_1010_em_135	CORRECT	b _ { i } = \sin ^ { 2 } x _ { i }	b _ { i } = \sin ^ { 2 } x _ { i }
UN19_1050_em_731	CORRECT	\frac { 1 } { 2 } n ( n + 3 ) + 3	\frac { 1 } { 2 } n ( n + 3 ) + 3
UN19wb_1118_em_1150	WRONG	( \frac { 1 } { 2 } + \frac { 1 } { 2 } , \frac { 1 } { 2 } + \frac { 1 } { 2 } - \frac { 1 } { 2 } + \frac { 1 } { 2 } )	( + \frac { 1 } { 2 } , + \frac { 1 } { 2 } , + \frac { 1 } { 2 } , - \frac { 1 } { 2 } , + \frac { 1 } { 2 } )
UN19wb_1121_em_1187	WRONG	\int \limits _ { 0 } ^ { \infty } d x ^ { n } e ^ { - x } = n !	\int _ { 0 } ^ { \infty } d x x ^ { n } e ^ { - x } = n !
UN19_1051_em_739	CORRECT	c \leq \frac { 1 } { 4 a }	c \leq \frac { 1 } { 4 a }
UN19wb_1105_em_957	WRONG	( a + b + c ) ^ { 2 } \geq a ^ { 2 } + b ^ { 3 } + \cdots + c ^ { 2 }	( a + b + \ldots + c ) ^ { 2 } \geq a ^ { 2 } + b ^ { 2 } + \ldots + c ^ { 2 }
ISICal19_1202_em_773	CORRECT	C = - m \cos a	C = - m \cos a
UN19_1010_em_137	WRONG	\sin ( M \alpha ) = \sin ( \pi B ) = 0	\sin ( \pi \alpha ) = \sin ( \pi \beta ) = 0
UN19wb_1117_em_1136	CORRECT	1 + 1 2 + 1 2 + 2 + 1 8 + 1 2 + 6 = 6 3	1 + 1 2 + 1 2 + 2 + 1 8 + 1 2 + 6 = 6 3
UN19wb_1107_em_985	WRONG	\int a b = \int b _ { a }	\int a b = \int b a
UN19wb_1112_em_1050	WRONG	\frac { 2 ^ { \frac { n - 2 } { n } } ( \frac { 1 - n ) } { 1 - c ( 3 n - n } ) ] { \frac { n - n } { 2 } }	2 ^ { \frac { n - 2 } { n } } [ \frac { B ( 1 - n ) } { C ( 3 n - 4 ) } ] ^ { \frac { n - 2 } { 2 n } }
UN19_1017_em_238	WRONG	n \sqrt { n } ^ { 2 }	n \sqrt [ n ] 2
UN19_1023_em_321	CORRECT	\beta = \sin \alpha	\beta = \sin \alpha
UN19wb_1106_em_964	WRONG	| x ) = | y | = \sqrt [ x ] { 1 }	| x | = | y | = \sqrt { | z | }
UN19wb_1107_em_981	WRONG	1 2 ^ { - 1 } 4 5 3 1 3 ^ { - 1 } 2 ^ { - 1 } 3 6 ^ { - 1 } 4 ^ { - 1 }	1 2 ^ { - 1 } 4 5 3 1 ^ { - 1 } 2 3 ^ { - 1 } 6 ^ { - 1 } 4 ^ { - 1 }
UN19_1032_em_456	CORRECT	1 - \cos x	1 - \cos x
UN19wb_1107_em_980	WRONG	\frac { 1 } { e ^ { x } - 1 } = \sum _ { n = 1 } ^ { \infty } e ^ { - n } }	\frac { 1 } { e ^ { x } - 1 } = \sum _ { n = 1 } ^ { \infty } e ^ { - n x }
UN19_1010_em_149	CORRECT	\frac { 1 } { 2 } 4 \times 5 - 1 = 9	\frac { 1 } { 2 } 4 \times 5 - 1 = 9
UN19wb_1118_em_1144	CORRECT	x _ { j } ^ { 2 } + x _ { j } = x _ { j } ( x _ { j } + 1 )	x _ { j } ^ { 2 } + x _ { j } = x _ { j } ( x _ { j } + 1 )
UN19wb_1113_em_1068	WRONG	f - 1 f = f f - 7 = 7	f ^ { - 1 } f = f f ^ { - 1 } = 1
UN19_1022_em_313	WRONG	\frac { 2 6 ^ { 9 } } { \sqrt { 8 } } \frac { 9 ^ { 2 } } { k ^ { 3 } }	\frac { 2 6 9 \sqrt { \pi } } { 8 1 9 2 } \frac { \alpha } { R ^ { 3 } }
UN19_1020_em_270	WRONG	\lim _ { 2 \rightarrow + \infty } h ( 2 ) = 0	\lim _ { z \rightarrow + \infty } h ( z ) = 0
UN19wb_1103_em_915	WRONG	( \frac { B } { i + i } ) ^ { \frac { 1 } { n + 1 } }	( \frac { B } { A + 1 } ) ^ { \frac { 1 } { n + 1 } }
UN19_1039_em_560	WRONG	x = u _ { 0 } = 2 + \sqrt { 3 }	x = x _ { 0 } = 2 + \sqrt { 3 }
UN19_1008_em_119	WRONG	v _ { 2 n } - x ( 0 ) = \frac { \pi } { \sqrt { n } } + \frac { ( - n ) ^ { n } { \sqrt { n - 2 } ^ { n } }	v _ { 2 n - 1 } ( 0 ) = \frac { 1 } { \sqrt { \pi } } \frac { ( - 1 ) ^ { n + 1 } } { \sqrt { 2 n - 1 } }
UN19wb_1117_em_1132	WRONG	\tan ( \theta | \theta ) \sin ^ { 2 } ( \theta ) / 2 )	\tan ( \theta / 2 ) \sin ^ { 2 } ( \theta / 2 )
UN19wb_1119_em_1160	CORRECT	\sum _ { i } p _ { i } = \sum _ { i } p _ { i } ^ { 2 } = 1	\sum _ { i } p _ { i } = \sum _ { i } p _ { i } ^ { 2 } = 1
UN19wb_1108_em_1001	WRONG	[ x , y \beta ) = ( x y ) z - x ( y ^ { 2 } )	[ x , y , z ] = ( x y ) z - x ( y z )
UN19_1011_em_155	WRONG	\int \phi ^ { 4 } x ( 1 + a ^ { 4 } )	\int d ^ { 4 } x ( 1 + a ^ { 4 } )
UN19_1007_em_103	WRONG	t ^ { ' } = \frac { t - \frac { v ^ { 2 } } { c - \frac { 1 - \frac { v ^ { 2 } } { c ^ { 2 } } }	t ^ { \prime } = \frac { t - \frac { v x } { c ^ { 2 } } } { \sqrt { 1 - \frac { v ^ { 2 } } { c ^ { 2 } } } }
UN19_1031_em_448	WRONG	B \times f	B \times F
UN19_1032_em_454	WRONG	\lim _ { 1 \rightarrow \infty } x f )	\lim _ { l \rightarrow \infty } x ( l )
UN19_1027_em_387	WRONG	\sqrt { \frac { 1 0 } { d } } { x }	\int _ { 0 } ^ { \infty } \frac { d x } { x }
UN19wb_1116_em_1111	CORRECT	x \rightarrow x + \frac { 1 } { 3 } ( 2 a + b )	x \rightarrow x + \frac { 1 } { 3 } ( 2 a + b )
UN19_1035_em_509	WRONG	\int \phi z \int C	\int d z \int d w
ISICal19_1204_em_804	CORRECT	a x + b y = 0	a x + b y = 0
UN19wb_1104_em_944	CORRECT	e ^ { - u } + e ^ { - v } + e ^ { - t + u - v } + 1 = 0	e ^ { - u } + e ^ { - v } + e ^ { - t + u - v } + 1 = 0
UN19wb_1108_em_992	WRONG	X x = x _ { 3 } x _ { x } + b x _ { 1 } x ^ { 3 } + y x _ { 3 } + c x _ { 3 } x + y _ { 3 }	y d x = a _ { 3 } d x x + b _ { 3 } d y x + c _ { 3 } d x y + d _ { 3 } d y y
ISICal19_1205_em_817	WRONG	c = \frac { 1 } { 3 } + \frac { \log 2 } { \cos ^ { 2 } }	C = \frac { 1 } { 3 2 } + \frac { \log { 2 } } { 9 6 }
UN19wb_1108_em_997	WRONG	- a _ { n - 1 } + 2 x _ { p } = a _ { p + 1 } + x = 0	- a _ { p - 1 } + 2 a _ { p } - a _ { p + 1 } + X = 0
UN19_1032_em_462	WRONG	\beta = \frac { 4 9 } { g }	B = \frac { 4 9 } { 9 }
UN19wb_1103_em_929	CORRECT	g _ { n } ( x ) = a _ { n } x ^ { 2 } + b _ { n } x + c _ { n }	g _ { n } ( x ) = a _ { n } x ^ { 2 } + b _ { n } x + c _ { n }
UN19_1038_em_541	WRONG	\cos x ^ { 3 } + c _ { 1 } x ^ { 2 } + c _ { 2 } x + c _ { 3 }	c _ { 0 } x ^ { 3 } + c _ { 1 } x ^ { 2 } + c _ { 2 } x + c _ { 3 }
UN19wb_1120_em_1174	WRONG	[ \frac { m + 1 } { 2 } ] x ] + [ \frac { m + 1 } { 2 } ]	[ \frac { m + 1 } { 2 } ] \times [ \frac { m + 1 } { 2 } ]
UN19_1010_em_141	CORRECT	2 n + n ( n - 2 ) + 2 = n ^ { 2 } + 2	2 n + n ( n - 2 ) + 2 = n ^ { 2 } + 2
UN19_1044_em_642	CORRECT	c \geq a	c \geq a
UN19wb_1117_em_1135	CORRECT	f _ { n - 1 } ( x ) = b _ { n - 1 } x ^ { n - 1 } + \ldots + b _ { 0 }	f _ { n - 1 } ( x ) = b _ { n - 1 } x ^ { n - 1 } + \ldots + b _ { 0 }
UN19_1001_em_10	WRONG	1 / ( \alpha ) ^ { 2 } - ( \tan \alpha ) ^ { 2 } = 1	1 / ( \cos \alpha ) ^ { 2 } - ( \tan \alpha ) ^ { 2 } = 1
UN19_1030_em_422	WRONG	( d + 1 + n ) x ( d + 1 + n )	( d + 1 + n ) \times ( d + 1 + n )
UN19_1012_em_174	WRONG	- \frac { 4 } { \sqrt { z } }	- \frac { 4 } { \sqrt { 7 } }
UN19_1003_em_43	CORRECT	x _ { n + 1 } + x _ { n } = x _ { 2 }	x _ { n + 1 } + x _ { n } = x _ { 2 }
UN19_1051_em_741	WRONG	\sin ^ { 2 } \pi \beta	\sin ^ { 2 } \pi B
UN19wb_1115_em_1107	CORRECT	\frac { 3 } { 2 } ( 1 - \frac { 3 } { 3 2 } \alpha ) ^ { - 1 }	\frac { 3 } { 2 } ( 1 - \frac { 3 } { 3 2 } \alpha ) ^ { - 1 }
UN19_1015_em_198	WRONG	Y = \frac { 1 } { 4 } y _ { 3 } ( y _ { 3 } - \frac { 1 } { 3 } y _ { 2 } )	Y = \frac { 1 } { 4 } Y _ { ( 3 ) } - \frac { 1 } { 3 } Y _ { ( 2 ) }
UN19_1023_em_323	WRONG	A ^ { \frac { 1 } { 3 } } { 5 } = \frac { 1 } { 3 } } { 5 }	A ^ { - 1 } _ { \frac { 3 } { 5 } } A ^ { 1 } _ { - \frac { 3 } { 5 } }
UN19_1051_em_740	WRONG	u \neq w	v \neq w
UN19_1033_em_471	WRONG	C o z _ { 2 } z _ { z } z _ { 3 } z _ { 4 } z _ { s }	a _ { 0 } z _ { 1 } z _ { 2 } z _ { 3 } z _ { 4 } z _ { 5 }
UN19wb_1110_em_1027	WRONG	\lim _ { p \rightarrow \infty } u ^ { p } ( p ) = \infty	\lim _ { p \rightarrow \infty } u ( | p | ) = \infty
UN19_1051_em_743	WRONG	\frac { 1 } { \sqrt { 3 0 0 } }	\frac { 1 } { \sqrt { 3 6 0 } }
UN19wb_1112_em_1062	WRONG	\frac { 1 s ^ { 2 } + t ^ { 2 } + u ^ { 2 } ) ^ { 2 } } { s u }	\frac { ( s ^ { 2 } + t ^ { 2 } + u ^ { 2 } ) ^ { 2 } } { s t u }
UN19_1009_em_126	WRONG	\lim ( x ) < \alpha	\tan ( x ) < \alpha
UN19_1009_em_132	WRONG	\int r ^ { 3 } x	\int d ^ { 3 } x
UN19_1021_em_287	CORRECT	1 + 1 6 + 4 + 2 4 + 8 = 5 3	1 + 1 6 + 4 + 2 4 + 8 = 5 3
UN19wb_1106_em_965	WRONG	( 1 6 + 8 8 + 1 6 8 ) = 2 5 6	( 1 6 \times 8 + 1 6 \times 8 ) = 2 5 6
UN19_1048_em_704	WRONG	( b _ { 1 } ] \times ( a _ { 2 } ) \times ( b _ { 3 } ]	[ b _ { 1 } ] \times [ a _ { 2 } ] \times [ b _ { 3 } ]
UN19_1016_em_224	CORRECT	x - x	x - x
UN19wb_1111_em_1049	WRONG	a ^ { a b } = d a ^ { p } + a ^ { a } a ^ { p } a ^ { p }	f ^ { a b } = d a ^ { a b } + a ^ { a c } a ^ { c b }
UN19_1015_em_197	WRONG	\lim _ { h \rightarrow b } f ( b ) = 0	\lim _ { b \rightarrow \pm \infty } h ( b ) = 0
UN19_1046_em_667	WRONG	\int d t _ { 2 } x _ { 1 } = \int t _ { 2 } x + t _ { 2 }	\int d A _ { 2 } X _ { 7 } = \int A _ { 2 } X _ { 8 }
UN19wb_1114_em_1089	WRONG	x _ { 2 } = \sin \sigma \sin \phi	x _ { 2 } = \sin \theta \sin \phi
UN19wb_1107_em_975	WRONG	( 1 . 6 5 , 1 , ( 4 4 7 , 3 3 9 8 )	( 1 . 6 5 5 , 1 4 . 4 4 7 , 3 . 3 9 8 )
UN19wb_1106_em_972	WRONG	\frac { 1 } { 2 } \beta \pm \sqrt { g ^ { 2 } ( m ^ { 2 } } )	\frac { 1 } { 2 } ( 3 \pm \sqrt { 9 - 4 m ^ { 2 } } )
UN19wb_1102_em_910	WRONG	\int \limits _ { 0 } ^ { \infty } \sin x	\int \limits _ { 0 } ^ { \infty } \sin { x }
UN19wb_1107_em_979	WRONG	x ^ { 2 } \alpha + \cos ^ { 2 } \alpha = 1	\sin ^ { 2 } \alpha + \cos ^ { 2 } \alpha = 1
UN19_1017_em_228	WRONG	\sum _ { x } ^ { \infty } x y = 0	\sum _ { x } \Delta _ { x y } = 0
UN19_1023_em_329	CORRECT	1 6 x ^ { 5 } - 2 0 x ^ { 3 } - 5 x	1 6 x ^ { 5 } - 2 0 x ^ { 3 } - 5 x
UN19_1022_em_304	CORRECT	\frac { 1 } { 8 } ( n + 2 ) ( n + 4 )	\frac { 1 } { 8 } ( n + 2 ) ( n + 4 )
UN19_1041_em_592	WRONG	\int _ { y } ^ { y } x _ { i }	\int _ { x } ^ { y } c _ { i }
UN19_1027_em_384	WRONG	4 ^ { n } = \frac { 2 n 2 n } { n }	4 n = \frac { 2 n \times 2 n } { n }
UN19_1022_em_308	WRONG	f x x + f y y \neq 0	f _ { x x } + f _ { y y } \neq 0
UN19_1035_em_498	WRONG	a ^ { 2 } x \sqrt { h c x ) }	d ^ { 2 } x \sqrt { h ( x ) }
ISICal19_1207_em_843	WRONG	( q - 4 - 2 ) \times 9	( 9 - 4 - 2 ) \times 9
ISICal19_1210_em_873	WRONG	3 ^ { 5 } + 3 ^ { 5 } + 3 c ^ { 4 } - 2 5 / c ^ { 3 } - 7 0 2 c ^ { 2 } + 2 7 8 7 + 5 8	3 ^ { 7 } c ^ { 5 } + 3 ^ { 6 } c ^ { 4 } - 2 7 5 4 c ^ { 3 } - 7 0 2 c ^ { 2 } + 7 1 1 c + 8 5
UN19_1011_em_164	CORRECT	( 1 2 5 ) - ( 1 3 5 ) + ( 7 3 5 ) - ( 7 2 5 )	( 1 2 5 ) - ( 1 3 5 ) + ( 7 3 5 ) - ( 7 2 5 )
UN19wb_1108_em_999	WRONG	( 2 0 1 ) 4 3 7 3 - 4 3 9 4	( 2 0 0 1 ) 4 3 7 3 - 4 3 9 4
UN19_1007_em_100	CORRECT	a = b ^ { - 1 } c \sum _ { n = 0 } ^ { \infty } ( - 1 ) ^ { n }	a = b ^ { - 1 } c \sum _ { n = 0 } ^ { \infty } ( - 1 ) ^ { n }
UN19_1019_em_259	WRONG	\int \mu ^ { \mu } x \sqrt { y }	\int d ^ { d } x \sqrt { g }
UN19_1035_em_503	WRONG	z = x + \sqrt { x ^ { 2 } - 2 }	z = x + \sqrt { x ^ { 2 } - 1 }
UN19_1031_em_442	WRONG	( + \frac { 1 } { 2 } + \frac { 1 } { 2 } - \frac { 1 } { 2 } + \frac { 1 } { 2 } + \frac { 1 } { 2 } )	( + \frac { 1 } { 2 } , + \frac { 1 } { 2 } , - \frac { 1 } { 2 } , + \frac { 1 } { 2 } , + \frac { 1 } { 2 } )
UN19_1006_em_84	WRONG	u - b \sqrt { p _ { e x } }	a - b \sqrt { P _ { e x c } }
ISICal19_1201_em_761	CORRECT	z _ { 1 } ^ { 2 } + z _ { 2 } ^ { 2 } + z _ { 3 } ^ { 2 } + z _ { 4 } ^ { 2 } = 1	z _ { 1 } ^ { 2 } + z _ { 2 } ^ { 2 } + z _ { 3 } ^ { 2 } + z _ { 4 } ^ { 2 } = 1
UN19wb_1118_em_1148	WRONG	\mu ( x , z ) = \sum _ { n } x _ { n } ^ { n - h _ { n - x } }	Y ( x , z ) = \sum _ { n } x _ { n } z ^ { - n - h _ { x } }
UN19_1037_em_532	WRONG	a ( t ) = \cos (	a ( t ) = \cos { t }
