Test Year: 2019
Total: 1199, Correct: 0, ExpRate: 0.00%
----------------------------------------
Image	Status	Prediction	GroundTruth
UN19_1050_em_734	WRONG	\sqrt [ x ] { \frac { a } { b } } = \frac { \sqrt [ x ] { a } } { \sqrt [ x ] { b } }	a = \sqrt { \frac { 1 + \sqrt { 1 + 1 2 p } } { 6 p } }
UN19_1009_em_124	WRONG	f _ { 0 }	\int b = 0
UN19_1031_em_447	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	\alpha = \frac 1 { 2 b } - \frac { b } { 2 }
UN19_1018_em_249	WRONG	f ( x ) = \sum _ { n } f ( x ) d x	f = - i \sum _ { n } u _ { n } z ^ { - n + 1 }
UN19_1041_em_590	WRONG	1 + \pi r ^ { 2 }	b \neq h
UN19_1039_em_564	WRONG	2 ^ { 2 } + 2 ^ { 2 }	r = \tan ^ { 2 } t
UN19_1040_em_578	WRONG	( 1 - 1 )	1 + 1 + 1 + 1
UN19_1026_em_365	WRONG	a ^ { 2 } + b ^ { 2 } + b ^ { 2 }	q _ { 1 } + q _ { 2 } + q _ { 3 } + q _ { 4 } = 2
UN19_1042_em_609	WRONG	f ( f _ { f } )	\int C ^ { ( p + 1 ) }
UN19wb_1104_em_938	WRONG	\frac { 1 } { r ^ { 3 } }	\frac { 1 } { 2 \sqrt { 3 } }
UN19_1013_em_187	WRONG	( x ) ^ { 2 }	b y a
ISICal19_1209_em_868	WRONG	u _ { 1 } = x _ { 0 }	- 9 . 9 1 9 9
ISICal19_1204_em_797	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	b \geq \frac { 1 } { a - 1 }
UN19_1007_em_91	WRONG	( \frac { 1 } { m ^ { 2 } } - \frac { 3 m } { n } + \frac { 2 } { m n } )	( \frac { 1 } { 3 } + \frac { 5 } { 2 \pi ^ { 2 } n ^ { 2 } } )
UN19_1026_em_361	WRONG	( x _ { n } , \ldots , y _ { n } )	\alpha ( 1 - \cos t )
UN19_1047_em_676	WRONG	\sqrt { x ^ { 2 } + y ^ { 2 } }	\sqrt { g _ { x x } g _ { t t } }
UN19_1023_em_316	WRONG	\sum _ { n } ^ { n }	\sum _ { a } x _ { a } ^ { 2 }
UN19wb_1113_em_1075	WRONG	\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }	- \frac { \sin \alpha ( \infty ) } { 2 \pi }
UN19_1041_em_586	WRONG	\frac { 1 } { x ^ { 2 } } }	\frac { x ^ { i } _ { n } } { y ^ { b } _ { n } }
UN19wb_1104_em_930	WRONG	( x ^ { 2 } - x ^ { 2 } - x ) ( 2 x - 7 )	( 0 + 0 + 0 + 0 + ( 0 + 2 ) )
UN19_1020_em_273	WRONG	x _ { 3 } + x _ { 2 } = x _ { 3 }	3 \times 3 + r - 3
UN19_1039_em_567	WRONG	x = r \cos \theta	x = \cos L t
UN19wb_1118_em_1151	WRONG	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )	\cos ( m X ) \cos ( Y / R )
ISICal19_1207_em_841	WRONG	\frac { \cdots + \gamma } { \theta }	\frac { - 3 } { \sqrt { 6 0 } }
UN19_1024_em_340	WRONG	\frac { 5 } { 3 } \pi r ^ { 2 }	\frac { n } { 2 } + \frac { m } { 2 } b ^ { - 2 }
UN19_1031_em_443	WRONG	a ^ { 2 } + b ^ { 2 } + b ^ { 2 } }	C = \frac { 1 } { 2 } \sqrt { \frac { 5 } { 3 } }
UN19wb_1113_em_1071	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	\frac { \sqrt { 1 - \beta ^ { 2 } } } { 2 \beta }
UN19_1046_em_673	WRONG	\sum _ { n = 0 } ^ { \infty } ( - 1 ) ^ { n }	\sum _ { i } b ^ { i } ( x _ { 1 } - x _ { 2 } ) ^ { i } = 0
ISICal19_1209_em_855	WRONG	x _ { 1 } - x _ { 2 } + a _ { 2 } + a _ { 2 } + a _ { 2 } + a _ { 2 }	2 a _ { 1 } + 2 a _ { 2 } + 2 a _ { 3 } + 2 a _ { 4 } + 2 a _ { 5 } + 2 a _ { 6 }
UN19_1003_em_34	WRONG	y ^ { 2 } + y ^ { 2 }	y _ { 1 } ( x ) \log x
UN19wb_1114_em_1087	WRONG	1 0 ^ { 2 }	1 - \sum \alpha _ { i }
UN19_1002_em_25	WRONG	\lim _ { n \rightarrow \infty } \frac { 1 } { n ^ { p } } = 0	\lim _ { k \rightarrow 0 } R _ { k } = 0
UN19wb_1114_em_1094	WRONG	x = \frac { \sqrt { 2 } { 3 + 1 }	x < \frac { 1 } { \sqrt [ 3 ] { a } }
UN19wb_1121_em_1191	WRONG	x _ { 1 } \times x _ { 2 } ( x ) = ( x _ { 2 } ( x ) )	( x , y ) = M ( \cos ( \alpha ) , \sin ( \alpha ) )
UN19_1031_em_436	WRONG	x ^ { 2 } + b ^ { 2 } + b ^ { 3 }	x ^ { 2 } + y ^ { 2 } z + z ^ { k - 1 }
ISICal19_1211_em_892	WRONG	\frac { 5 x + 5 } { 3 } \leq 2 x + 5	\beta ^ { ( 3 ) } = - \frac { 1 7 } { 3 } \frac { 1 } { ( 4 \pi ) ^ { 4 } }
UN19_1040_em_577	WRONG	f ( x ) = \frac { 1 } { x ^ { 2 } + 1 } { 2 }	[ n ] = \frac { q ^ { n } - q ^ { - n } } { q - q ^ { - 1 } }
UN19_1011_em_152	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	2 \sin ^ { 2 } x = ( 1 - \cos 2 x )
UN19_1030_em_424	WRONG	q = \sqrt { \sqrt { c ^ { 2 } } }	d = \frac { \sqrt { 7 } } { 4 }
UN19_1030_em_425	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int \limits _ { - n } ^ { n } d ^ { 4 } x
ISICal19_1207_em_842	WRONG	a _ { n } = a _ { n - 1 } + a _ { n - 1 }	G _ { 0 } = \lim _ { m \rightarrow 0 } G
UN19wb_1102_em_914	WRONG	a _ { 1 } = a _ { 2 } = a _ { 2 }	- a \leq x \leq a
UN19_1013_em_182	WRONG	x _ { i } = x _ { 0 }	l \sin y _ { 0 }
UN19_1042_em_611	WRONG	9 . 9	9 \times 9
ISICal19_1210_em_880	WRONG	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )	( f + g ) ( x ) = f ( x ) + g ( x )
UN19wb_1108_em_1002	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	( 2 . 4 . 9 ) - ( 2 . 4 . 1 0 )
ISICal19_1205_em_824	WRONG	2 ^ { 2 } + 2 ^ { 2 } + 3 ^ { 2 } + 2 ^ { 2 } + 2 ^ { 3 }	[ b _ { 1 } ] \times [ b _ { 2 } ] \times [ b _ { 3 } ]
ISICal19_1206_em_832	WRONG	\sin x = \sin ( x + 2 \pi k )	\sin ( 2 \frac { d } { d k } )
UN19_1037_em_534	WRONG	b ^ { 2 }	t > x
UN19wb_1120_em_1179	WRONG	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )	a = 3 ( 4 + \sqrt { 1 0 } ) / ( 5 + 1 4 \sqrt { 1 0 } )
UN19wb_1105_em_959	WRONG	\log _ { 2 } 8 + \log _ { 2 } 9 + \log _ { 4 } 1 6	( \cos \alpha z ^ { 1 } + \sin \alpha z ^ { 2 } ) ^ { N } = c ^ { N }
UN19wb_1106_em_970	WRONG	3 0 \times 2 9 x ^ { 2 8 }	x ^ { 2 } + y ^ { 2 } = a ^ { 2 } + t ^ { 2 }
UN19_1035_em_504	WRONG	a _ { n } = a _ { n - 1 }	\tan [ \frac { n } { 2 } \sigma ]
UN19wb_1112_em_1059	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { 1 + \beta ^ { 2 } }
UN19_1023_em_324	WRONG	\alpha = \frac { 2 } { 2 }	\beta = \sqrt { 2 a b }
UN19wb_1121_em_1189	WRONG	\sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }	- 4 ( \gamma + \log 4 ) + b + \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } }
UN19_1037_em_531	WRONG	( u _ { 1 } , \ldots , p _ { 0 } )	h = \tan \phi
UN19_1039_em_569	WRONG	x _ { 1 } = x _ { 2 } = 1	x = \tan ^ { 2 } \phi
UN19_1004_em_53	WRONG	0 . 0	C \geq 0
ISICal19_1204_em_803	WRONG	2 ^ { 2 } + 2 ^ { 2 }	x ^ { 4 } - x ^ { 7 }
UN19_1029_em_419	WRONG	a _ { n } = a _ { n - 1 }	C _ { i - 1 } - C _ { i } - C _ { n }
UN19_1017_em_234	WRONG	\sqrt { x ^ { 2 } } }	\sqrt { \frac { 2 } { \beta } }
UN19wb_1113_em_1070	WRONG	\frac { 1 } { 3 } \pi r ^ { 2 }	B = \sum _ { y } n _ { y } ( y )
UN19wb_1116_em_1115	WRONG	x _ { 2 } + a _ { 2 } + a _ { 2 } + a _ { 2 } + a _ { 2 } + a _ { 2 } a _ { 2 } = 0	z ( s ) = \sin \theta \cos \phi r _ { 1 } + \sin \theta \sin \phi r _ { 2 } + \cos \theta r _ { 3 }
UN19_1030_em_421	WRONG	1 + 2 + \cdots + n = \frac { n ( n + 1 ) } { 2 }	\frac { 5 } { 1 2 } - \frac { 1 1 5 } { 8 } u ^ { - 2 }
UN19wb_1120_em_1172	WRONG	a ^ { 2 } + b ^ { 2 } + b ^ { 2 }	y ^ { 2 } = 4 x ^ { 3 } + A x + B
UN19_1031_em_449	WRONG	a + \frac { \sqrt { b + c } } { 2 }	\frac { y _ { 2 } - y _ { 1 } } { x _ { 2 } - x _ { 1 } }
UN19wb_1106_em_961	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { F _ { a b } F ^ { a b } }
UN19_1030_em_428	WRONG	x ^ { 2 } - x ^ { 2 } = 0	x ^ { 2 } - y ^ { 2 } - x ^ { 3 } = 0
ISICal19_1203_em_784	WRONG	e ^ { 2 } = a ^ { 2 } = c ^ { 2 }	f \rightarrow \cos ^ { 2 } { t } - \cos ^ { 2 } { \theta }
UN19_1009_em_128	WRONG	x _ { 1 } = x _ { 0 } = 0	\sin ( k r )
UN19_1019_em_265	WRONG	2 ^ { 2 } ( x )	\exists f ( z )
UN19_1032_em_459	WRONG	a _ { 1 } = a _ { 2 }	\cos \alpha = - 1
UN19_1039_em_565	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	b \rightarrow - \frac { 2 } { b }
UN19_1003_em_39	WRONG	\sqrt { x ^ { 2 } + y ^ { 2 } } }	R = \frac { 1 } { 2 } \sqrt { a _ { 3 } + a _ { 1 } }
UN19wb_1110_em_1033	WRONG	x ^ { 2 } = x ^ { 2 } + x ^ { 2 } - 1	8 1 c ^ { 3 } + 2 7 c ^ { 2 } - 5 7 c - 1 1
UN19wb_1109_em_1007	WRONG	\sum _ { n } = \sum _ { k = 1 } ^ { n } a _ { k }	\sum _ { a } p _ { a } = \sum _ { a } X _ { a } = 0
UN19_1044_em_644	WRONG	2 ^ { 2 }	2 ^ { 2 2 }
UN19_1018_em_240	WRONG	u _ { 1 } = v _ { 2 }	a = 1 . . . 7
UN19_1012_em_166	WRONG	a = \sqrt { 2 }	a \sqrt { 2 }
UN19_1025_em_345	WRONG	u _ { n } = m	- 1 \leq x \leq 1
UN19_1001_em_12	WRONG	\alpha _ { 1 } = x _ { 2 } = x _ { 3 }	\beta = x _ { 3 } y _ { 3 } - x _ { 1 } y _ { 1 }
UN19_1006_em_85	WRONG	\lim _ { n \rightarrow \infty } ( x _ { n } )	\lim _ { r \rightarrow \infty } V ( r )
UN19_1003_em_40	WRONG	\sum _ { 2 } f ( m + 3 )	- \frac { 1 } { 2 } x ^ { 2 } \log ( x )
UN19_1018_em_252	WRONG	\frac { 1 } { 2 } + \cos ^ { 2 } ( x )	\sin ^ { 2 } x = \frac { 1 } { 2 } ( 1 - \cos ( 2 x ) )
UN19_1039_em_566	WRONG	2 ^ { 2 } + 2 ^ { 2 }	e = \tan b / c
UN19_1007_em_101	WRONG	x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }	x _ { 1 2 } + x _ { 2 3 } + x _ { 3 1 } = 0
UN19_1011_em_163	WRONG	\lim _ { n \rightarrow \infty } ( x _ { n } ) = 0	\lim _ { z \rightarrow \infty } z s ( z ) < \infty
UN19_1032_em_461	WRONG	a _ { i } = a _ { 0 }	a = x + i y
UN19_1041_em_588	WRONG	\cos ^ { 2 } ( x )	\cos { ( m y ) }
UN19wb_1112_em_1054	WRONG	\frac { 1 } { 2 } \pi r ^ { 2 }	r + 1 = \sum _ { k } n _ { k }
UN19wb_1106_em_974	WRONG	P ( x ) = \sum _ { i = 1 } ^ { n } a _ { j } x ^ { j }	- b j _ { 2 1 } = - b j _ { 1 } + \frac { 1 } { 2 b }
UN19_1028_em_394	WRONG	c ^ { 2 } = a ^ { 2 } + b ^ { 2 } + b ^ { 2 }	\tan \alpha \tan \theta ^ { \prime } = - 1
UN19wb_1103_em_926	WRONG	e ^ { \int x ^ { d } d x }	\frac { 1 } { 2 } \int _ { - \infty } ^ { \infty } d z
UN19wb_1111_em_1035	WRONG	a + \sqrt { \frac { b + c } { d + f } }	0 < \frac { k \sqrt { 2 } } { \sqrt { 1 + k ^ { 2 } } } < 1
UN19_1049_em_717	WRONG	2 ^ { 2 } - 1	2 . 7 1 \ldots
UN19_1021_em_295	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int F ( x ) d x
UN19_1021_em_292	WRONG	( 2 ^ { 2 } - 1 )	( 1 - \cos z )
UN19_1020_em_277	WRONG	\sqrt { b ^ { 2 } - 4 a c }	r = \sqrt { x ^ { m } x ^ { m } }
UN19_1042_em_612	WRONG	( a ) ^ { 2 } ( x )	\cos ( n X )
UN19_1032_em_452	WRONG	a _ { 0 } = 0	\cos ( Y )
ISICal19_1204_em_795	WRONG	a ^ { 2 } + b ^ { 2 } + b ^ { 2 }	H = p ^ { 2 } + i \sin x
UN19_1031_em_439	WRONG	a ^ { 2 } = a ^ { 2 } + b ^ { 2 }	a = b ^ { - 1 } c - b ^ { - 1 } a b
UN19_1007_em_98	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { g _ { t t } g _ { x x } }
UN19_1035_em_497	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	- \frac { 1 8 5 8 } { 9 }
UN19_1010_em_135	WRONG	\alpha = \frac { 2 } + \pi r ^ { 2 }	b _ { i } = \sin ^ { 2 } x _ { i }
UN19_1050_em_731	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	\frac { 1 } { 2 } n ( n + 3 ) + 3
UN19wb_1118_em_1150	WRONG	( \frac { 1 } { m ^ { 2 } } - \frac { 3 m } { n } + \frac { 2 } { m n } )	( + \frac { 1 } { 2 } , + \frac { 1 } { 2 } , + \frac { 1 } { 2 } , - \frac { 1 } { 2 } , + \frac { 1 } { 2 } )
UN19wb_1121_em_1187	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int _ { 0 } ^ { \infty } d x x ^ { n } e ^ { - x } = n !
UN19_1051_em_739	WRONG	\frac { 1 } { 2 } \pi r ^ { 2 }	c \leq \frac { 1 } { 4 a }
UN19wb_1105_em_957	WRONG	c ^ { 2 } = a ^ { 2 } + b ^ { 2 } + b ^ { 2 }	( a + b + \ldots + c ) ^ { 2 } \geq a ^ { 2 } + b ^ { 2 } + \ldots + c ^ { 2 }
ISICal19_1202_em_773	WRONG	a _ { n } = a _ { n }	C = - m \cos a
UN19_1010_em_137	WRONG	x _ { 1 } \times x _ { 2 } \times x _ { 1 } \times x _ { 2 } = 0	\sin ( \pi \alpha ) = \sin ( \pi \beta ) = 0
UN19wb_1117_em_1136	WRONG	k _ { 1 } = x _ { 2 } + p _ { 2 } + k _ { 3 }	1 + 1 2 + 1 2 + 2 + 1 8 + 1 2 + 6 = 6 3
UN19wb_1107_em_985	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int a b = \int b a
UN19wb_1112_em_1050	WRONG	\frac { 1 } { r ^ { 2 } } = \frac { 1 } { ( R - m ) ^ { 2 } } + \frac { 1 } { ( R + m ) ^ { 2 } }	2 ^ { \frac { n - 2 } { n } } [ \frac { B ( 1 - n ) } { C ( 3 n - 4 ) } ] ^ { \frac { n - 2 } { 2 n } }
UN19_1017_em_238	WRONG	\sqrt { 2 } = \sqrt { 2 }	n \sqrt [ n ] 2
UN19_1023_em_321	WRONG	n _ { n } = n _ { 2 }	\beta = \sin \alpha
UN19wb_1106_em_964	WRONG	h ( x , y ) = \sqrt { x ^ { 2 } ) ^ { 2 } }	| x | = | y | = \sqrt { | z | }
UN19wb_1107_em_981	WRONG	\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta	1 2 ^ { - 1 } 4 5 3 1 ^ { - 1 } 2 3 ^ { - 1 } 6 ^ { - 1 } 4 ^ { - 1 }
UN19_1032_em_456	WRONG	1 0 ^ { 2 }	1 - \cos x
UN19wb_1107_em_980	WRONG	\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }	\frac { 1 } { e ^ { x } - 1 } = \sum _ { n = 1 } ^ { \infty } e ^ { - n x }
UN19_1010_em_149	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	\frac { 1 } { 2 } 4 \times 5 - 1 = 9
UN19wb_1118_em_1144	WRONG	x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X	x _ { j } ^ { 2 } + x _ { j } = x _ { j } ( x _ { j } + 1 )
UN19wb_1113_em_1068	WRONG	u _ { 1 } = u _ { 0 }	f ^ { - 1 } f = f f ^ { - 1 } = 1
UN19_1022_em_313	WRONG	\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }	\frac { 2 6 9 \sqrt { \pi } } { 8 1 9 2 } \frac { \alpha } { R ^ { 3 } }
UN19_1020_em_270	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 2 }	\lim _ { z \rightarrow + \infty } h ( z ) = 0
UN19wb_1103_em_915	WRONG	\tan ( \frac { \pi } { 2 } ) = 1	( \frac { B } { A + 1 } ) ^ { \frac { 1 } { n + 1 } }
UN19_1039_em_560	WRONG	x _ { 1 } = x _ { 2 } = 0	x = x _ { 0 } = 2 + \sqrt { 3 }
UN19_1008_em_119	WRONG	y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w }	v _ { 2 n - 1 } ( 0 ) = \frac { 1 } { \sqrt { \pi } } \frac { ( - 1 ) ^ { n + 1 } } { \sqrt { 2 n - 1 } }
UN19wb_1117_em_1132	WRONG	( x ^ { 2 } - x ^ { 2 } - x ) ( 2 x - 7 )	\tan ( \theta / 2 ) \sin ^ { 2 } ( \theta / 2 )
UN19wb_1119_em_1160	WRONG	\sum _ { n = 1 } ^ { \infty } ( - 1 ) ^ { n }	\sum _ { i } p _ { i } = \sum _ { i } p _ { i } ^ { 2 } = 1
UN19wb_1108_em_1001	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	[ x , y , z ] = ( x y ) z - x ( y z )
UN19_1011_em_155	WRONG	\int e ^ { - z ^ { 2 } } d z = e r f ( z )	\int d ^ { 4 } x ( 1 + a ^ { 4 } )
UN19_1007_em_103	WRONG	A = \frac { \frac { a ^ { 2 } { \sqrt { \frac { 3 z ^ { 2 } } { \sqrt { 4 z } } } }	t ^ { \prime } = \frac { t - \frac { v x } { c ^ { 2 } } } { \sqrt { 1 - \frac { v ^ { 2 } } { c ^ { 2 } } } }
UN19_1031_em_448	WRONG	\alpha _ { 2 }	B \times F
UN19_1032_em_454	WRONG	\lim _ { n \rightarrow \infty } u _ { n } = 0	\lim _ { l \rightarrow \infty } x ( l )
UN19_1027_em_387	WRONG	\frac { \pi r ^ { c ^ { 2 } } }	\int _ { 0 } ^ { \infty } \frac { d x } { x }
UN19wb_1116_em_1111	WRONG	x _ { 1 } = x _ { 2 } = ( x _ { 3 } )	x \rightarrow x + \frac { 1 } { 3 } ( 2 a + b )
UN19_1035_em_509	WRONG	f ( x ) ^ { 2 }	\int d z \int d w
ISICal19_1204_em_804	WRONG	a ^ { 2 } = a ^ { 2 } = 0	a x + b y = 0
UN19wb_1104_em_944	WRONG	a _ { n } = a _ { n - 1 } + a _ { n - 1 }	e ^ { - u } + e ^ { - v } + e ^ { - t + u - v } + 1 = 0
UN19wb_1108_em_992	WRONG	f ( x ) = a _ { 3 } x ^ { 3 } + a _ { 2 } + a _ { 3 } + a _ { 2 } + a _ { 2 } + a _ { 3 }	y d x = a _ { 3 } d x x + b _ { 3 } d y x + c _ { 3 } d x y + d _ { 3 } d y y
ISICal19_1205_em_817	WRONG	\frac { b } { a ^ { 2 } - a } = \frac { b } { a - 1 }	C = \frac { 1 } { 3 2 } + \frac { \log { 2 } } { 9 6 }
UN19wb_1108_em_997	WRONG	n _ { n } = x _ { n - 1 } = n _ { n - 1 }	- a _ { p - 1 } + 2 a _ { p } - a _ { p + 1 } + X = 0
UN19_1032_em_462	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	B = \frac { 4 9 } { 9 }
UN19wb_1103_em_929	WRONG	c ^ { 2 } = a ^ { 2 } + b ^ { 2 } + b ^ { 2 }	g _ { n } ( x ) = a _ { n } x ^ { 2 } + b _ { n } x + c _ { n }
UN19_1038_em_541	WRONG	c ^ { 2 } = a ^ { 2 } + b ^ { 2 } - 2 a b \cos C	c _ { 0 } x ^ { 3 } + c _ { 1 } x ^ { 2 } + c _ { 2 } x + c _ { 3 }
UN19wb_1120_em_1174	WRONG	\tan ( \frac { \pi } { 2 } ) = 1	[ \frac { m + 1 } { 2 } ] \times [ \frac { m + 1 } { 2 } ]
UN19_1010_em_141	WRONG	x ^ { 2 } + 2 ^ { 2 } + 2 ^ { 2 } + 2 ^ { 2 } + 2 ^ { 2 }	2 n + n ( n - 2 ) + 2 = n ^ { 2 } + 2
UN19_1044_em_642	WRONG	a _ { 0 }	c \geq a
UN19wb_1117_em_1135	WRONG	f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 }	f _ { n - 1 } ( x ) = b _ { n - 1 } x ^ { n - 1 } + \ldots + b _ { 0 }
UN19_1001_em_10	WRONG	\lim _ { n \rightarrow \infty } ( x _ { n } / y _ { n } ) = L _ { 1 } / L _ { 2 }	1 / ( \cos \alpha ) ^ { 2 } - ( \tan \alpha ) ^ { 2 } = 1
UN19_1030_em_422	WRONG	( x ^ { 2 } - x ^ { 2 } - 1 ) ( 2 x - 1 )	( d + 1 + n ) \times ( d + 1 + n )
UN19_1012_em_174	WRONG	\frac { 1 } { 2 }	- \frac { 4 } { \sqrt { 7 } }
UN19_1003_em_43	WRONG	x _ { i } - x _ { i + 1 } + x _ { i + 2 }	x _ { n + 1 } + x _ { n } = x _ { 2 }
UN19_1051_em_741	WRONG	x _ { 2 } = x _ { 2 } = x _ { 3 }	\sin ^ { 2 } \pi B
UN19wb_1115_em_1107	WRONG	z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }	\frac { 3 } { 2 } ( 1 - \frac { 3 } { 3 2 } \alpha ) ^ { - 1 }
UN19_1015_em_198	WRONG	P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { j }	Y = \frac { 1 } { 4 } Y _ { ( 3 ) } - \frac { 1 } { 3 } Y _ { ( 2 ) }
UN19_1023_em_323	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	A ^ { - 1 } _ { \frac { 3 } { 5 } } A ^ { 1 } _ { - \frac { 3 } { 5 } }
UN19_1051_em_740	WRONG	u _ { 0 } = 0	v \neq w
UN19_1033_em_471	WRONG	a ^ { 2 } + b ^ { 2 } + c ^ { 2 }	a _ { 0 } z _ { 1 } z _ { 2 } z _ { 3 } z _ { 4 } z _ { 5 }
UN19wb_1110_em_1027	WRONG	\lim _ { n \rightarrow \infty } y \sin ( \frac { 1 } { n } ) = 0	\lim _ { p \rightarrow \infty } u ( | p | ) = \infty
UN19_1051_em_743	WRONG	\frac { 1 } { \sqrt { c } } }	\frac { 1 } { \sqrt { 3 6 0 } }
UN19wb_1112_em_1062	WRONG	\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }	\frac { ( s ^ { 2 } + t ^ { 2 } + u ^ { 2 } ) ^ { 2 } } { s t u }
UN19_1009_em_126	WRONG	u _ { n } = m _ { n }	\tan ( x ) < \alpha
UN19_1009_em_132	WRONG	\int e ^ { x } d x	\int d ^ { 3 } x
UN19_1021_em_287	WRONG	x ^ { 2 } + 2 ^ { 2 } + 2 ^ { 2 }	1 + 1 6 + 4 + 2 4 + 8 = 5 3
UN19wb_1106_em_965	WRONG	\log _ { 2 } + \log _ { 2 } + \log _ { 3 }	( 1 6 \times 8 + 1 6 \times 8 ) = 2 5 6
UN19_1048_em_704	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	[ b _ { 1 } ] \times [ a _ { 2 } ] \times [ b _ { 3 } ]
UN19_1016_em_224	WRONG	2 . 2	x - x
UN19wb_1111_em_1049	WRONG	\int \limits _ { 0 } ^ { + \infty } x ^ { n } e ^ { - x } d x = n !	f ^ { a b } = d a ^ { a b } + a ^ { a c } a ^ { c b }
UN19_1015_em_197	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	\lim _ { b \rightarrow \pm \infty } h ( b ) = 0
UN19_1046_em_667	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int d A _ { 2 } X _ { 7 } = \int A _ { 2 } X _ { 8 }
UN19wb_1114_em_1089	WRONG	x ^ { 2 } - \sin ( x - y )	x _ { 2 } = \sin \theta \sin \phi
UN19wb_1107_em_975	WRONG	p _ { n + 1 } , p _ { n } , p _ { n } , n _ { n } )	( 1 . 6 5 5 , 1 4 . 4 4 7 , 3 . 3 9 8 )
UN19wb_1106_em_972	WRONG	\cos \theta = \frac { y } { \sqrt { x ^ { 2 } + y ^ { 2 } } }	\frac { 1 } { 2 } ( 3 \pm \sqrt { 9 - 4 m ^ { 2 } } )
UN19wb_1102_em_910	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int \limits _ { 0 } ^ { \infty } \sin { x }
UN19wb_1107_em_979	WRONG	x ^ { 2 } = x ^ { 2 } = 1	\sin ^ { 2 } \alpha + \cos ^ { 2 } \alpha = 1
UN19_1017_em_228	WRONG	\sum _ { n } = a _ { n } = 0	\sum _ { x } \Delta _ { x y } = 0
UN19_1023_em_329	WRONG	x ^ { 3 } + 2 ^ { 3 } + 2 ^ { 3 }	1 6 x ^ { 5 } - 2 0 x ^ { 3 } - 5 x
UN19_1022_em_304	WRONG	\frac { 1 } { 2 } ( x ) = 1	\frac { 1 } { 8 } ( n + 2 ) ( n + 4 )
UN19_1041_em_592	WRONG	\int e ^ { x } d x	\int _ { x } ^ { y } c _ { i }
UN19_1027_em_384	WRONG	1 + 2 + \cdots + n = \frac { n ( n + 1 ) } { 2 }	4 n = \frac { 2 n \times 2 n } { n }
UN19_1022_em_308	WRONG	\log _ { 2 } + \log _ { 2 } = 0	f _ { x x } + f _ { y y } \neq 0
UN19_1035_em_498	WRONG	\sqrt { x ^ { 2 } + y ^ { 2 } } }	d ^ { 2 } x \sqrt { h ( x ) }
ISICal19_1207_em_843	WRONG	( x ^ { 2 } - 2 ^ { 2 }	( 9 - 4 - 2 ) \times 9
